Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Сообщить об ошибке/неисправности Система18,Сервис18,0,1,15,2018-02-11 08:26:00,2018-02-08 08:26:00,1,0,контрагент добавлен,2,2018-02-08 08:45,2018-02-15 10:06:00,2,0,14,8,169.66666666666666,72.0,0,1070,1493
Создание запроса,АРМ,0,1,172,2018-02-11 08:27:00,2018-02-08 08:27:00,0,0,Выполнено,0,2018-02-09 08:22,2018-02-16 09:41:00,0,0,1,72,193.23333333333332,72.0,0,1067,313
Запрос на изменение учетной записи Система21,Сервис21,1,1,279,2018-02-11 08:29:00,2018-02-08 08:29:00,0,0,Выполнено,0,2018-02-08 17:56,2018-02-10 07:49:00,1,1,3,152,47.333333333333336,72.0,1,334,313
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис11,0,1,8,2018-02-11 05:29:00,2018-02-08 08:29:00,0,0,Работы по обращению выполнены,0,2018-02-08 12:30,2018-02-15 13:46:00,0,0,19,99,173.28333333333333,69.0,0,374,1167
Разблокировка УЗ Система7 REGION\*****,Сервис7,1,1,0,2018-02-11 08:31:00,2018-02-08 08:31:00,0,0,выполнена разблокировка УЗ Система7 N)_BOSS\****************. Причина блокировки пользователю не известна.,0,2018-02-08 08:31,2018-02-15 09:46:00,1,1,0,108,169.25,72.0,1,835,1438
Заявка на регистрацию учетной записи пользователя Интернет,Сервис31,0,1,48,2018-02-24 19:36:00,2018-02-08 08:32:00,0,0,выполнено. доступ предоставлен,0,2018-02-14 18:50,2018-02-17 13:29:00,0,1,82,70,220.95,395.06666666666666,0,420,1448
разблокировка УЗ REGION\*****,Сервис7,1,1,0,2018-02-11 08:32:00,2018-02-08 08:32:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-02-08 08:32,2018-02-15 09:52:00,1,1,0,13,169.33333333333334,72.0,1,1237,12
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-15 02:36:00,2018-02-08 08:33:00,0,0,Работы по обращению выполнены,0,2018-02-10 00:51,2018-02-17 07:51:00,3,0,15,76,215.3,162.05,0,374,1167
Система24. Общие вопросы,Сервис43,1,1,27,2018-02-11 08:34:00,2018-02-08 08:34:00,0,0,Клиент проинформирован по эл. почте,0,2018-02-09 10:37,2018-02-16 11:52:00,1,1,40,25,195.3,72.0,1,1044,853
разблокировка учетной записи пользователя вСервис7 БР,Сервис22,0,1,8,2018-02-11 08:34:00,2018-02-08 08:34:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-02-08 08:34,2018-02-08 10:54:00,3,1,6,115,2.3333333333333335,72.0,3,1240,16
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 08:35:00,2018-02-08 08:35:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-02-08 09:20,2018-02-08 10:15:00,2,0,14,41,1.6666666666666667,72.0,0,514,466
Сброс пароля,Сервис7,1,1,0,2018-02-11 08:37:00,2018-02-08 08:37:00,0,0," 
Выполнен сброс пароля для учетной записи MAJOR\******
Причина сброса: забыт пароль
=ОП=",0,2018-02-08 08:50,2018-02-08 08:56:00,1,1,0,59,0.31666666666666665,72.0,1,1031,0
"Заявка № ***********, *******************",Сервис98,1,1,29,2018-02-10 08:36:00,2018-02-08 08:38:00,0,0,Работы по обращению выполнены,0,2018-02-09 07:24,2018-02-16 08:47:00,1,0,80,59,192.15,47.96666666666667,0,458,1167
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 08:40:00,2018-02-08 08:40:00,0,0,"Добрый день. Выполнено аннулирование договора с реестровым номером  ******** в Система18.
При наличии дополнительных вопросов, просьба перезвонить по тел ******",0,2018-02-08 09:22,2018-02-15 10:43:00,2,0,14,8,170.05,72.0,0,514,489
Сообщить об ошибке/неисправности Система18,Сервис18,0,1,15,2018-02-10 14:41:00,2018-02-08 08:41:00,1,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",2,2018-02-08 09:00,2018-02-08 12:02:00,2,0,14,41,3.35,54.0,0,1070,466
Разблокировать УЗ,Сервис337,0,1,223,2018-02-11 08:42:00,2018-02-08 08:42:00,0,0,Пользователь разблокирован,0,2018-02-08 08:50,2018-02-15 10:06:00,0,1,160,82,169.4,72.0,0,808,1048
Ремонт дверного замка,Сервис42,0,1,268,2018-02-11 08:43:00,2018-02-08 08:43:00,0,0,Замок отремонтирован.,0,2018-02-08 11:05,2018-02-09 02:57:00,0,0,28,16,18.233333333333334,72.0,0,922,746
Просим обеспечить водой (из крана не бижит) в туалетной комнате,Сервис64,0,1,32,2018-02-11 08:43:00,2018-02-08 08:43:00,0,0,Выполнена прочистка аэратора специалистами *****************,0,2018-02-11 06:59,2018-02-11 07:00:00,0,0,21,32,70.28333333333333,72.0,0,787,273
По обращению ************** произошел сбой регистрации,Сервис11,0,1,20,2018-02-11 06:51:00,2018-02-08 08:44:00,0,1,"По заявке *********** создан инцидент №******************
Причина  - при создании заявки выбран пользователь из архива.",1,2018-02-08 09:52,2018-02-15 11:09:00,0,1,19,72,170.41666666666666,70.11666666666666,0,737,1001
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис181,1,1,145,2018-02-11 08:44:00,2018-02-08 08:44:00,0,0,Права предоставлены.,0,2018-02-09 10:36,2018-02-09 10:56:00,1,0,68,71,26.2,72.0,0,374,1094
Письмо Random8033Заявка,АРМ,0,1,41,2018-02-11 08:45:00,2018-02-08 08:45:00,0,0,Исполнено.,0,2018-02-09 08:47,2018-02-11 16:54:00,0,0,1,59,80.15,72.0,0,700,830
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-11 08:45:00,2018-02-08 08:45:00,0,0,Сертификат-файл зарегистрирован,0,2018-02-08 12:10,2018-02-15 13:27:00,1,0,6,81,172.7,72.0,0,330,1231
Сервисы SNS#1 - Базовые сервисы,Сервис2,0,1,74,2018-02-16 15:36:00,2018-02-08 08:47:00,0,0,Выполнено.,0,2018-02-16 08:36,2018-03-07 07:54:00,0,0,11,66,647.1166666666667,198.81666666666666,0,1034,365
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-11 08:47:00,2018-02-08 08:47:00,0,0,Права предоставлены.,0,2018-02-08 09:16,2018-02-15 10:36:00,3,0,17,169,169.81666666666666,72.0,0,510,1094
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 08:49:00,2018-02-08 08:49:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-02-08 09:27,2018-02-15 10:43:00,2,0,14,78,169.9,72.0,0,514,466
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-11 08:49:00,2018-02-08 08:49:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-02-08 09:30,2018-02-09 09:03:00,2,1,14,121,24.233333333333334,72.0,2,514,466
перемещение имущества,Сервис73,0,1,69,2018-02-11 08:50:00,2018-02-08 08:50:00,0,0,Исполнено,0,2018-02-08 12:16,2018-02-08 12:35:00,0,0,24,99,3.75,72.0,0,1215,829
