,Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,numeric_sod,numeric_ans,time_to_solve
4495,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-08 07:51,2018-02-03 17:08:00,0,0,Работы по обращению выполнены,0,2018-02-04 12:02:00,2018-02-04 12:43:00,2,4,101,64,19.58333333333333,374,1167,110.71666666666667
4496,Заявка о прекращении лог.доступа  ,АРМ,3,1,367,2018-02-09 07:51,2018-02-03 17:14:00,0,0,Работы по обращению выполнены,0,2018-02-07 08:33:00,2018-02-14 09:53:00,4,4,0,130,256.65,454,1167,134.61666666666667
4497,Система41,Сервис39,3,1,27,2018-02-09 16:36,2018-02-03 17:16:00,0,0,Клиент проинформирован по эл. почте,0,2018-02-04 07:48:00,2018-02-16 10:35:00,4,3,41,25,305.31666666666666,1047,853,143.33333333333334
4498,<Бот-наблюдения>Система364. Ухудшение статуса сервиса.  ,Сервис4,3,1,41,2018-02-08 13:51,2018-02-03 17:26:00,1,1,Самовосстановление,0,2018-02-04 12:58:00,2018-02-11 14:17:00,2,3,4,5,188.85,254,1218,116.41666666666667
4499,Заявка о прекращении лог.доступа  ,АРМ,3,1,367,2018-02-09 07:51,2018-02-03 17:28:00,0,0,Работы по обращению выполнены,0,2018-02-05 06:36:00,2018-02-14 07:52:00,4,4,0,130,254.4,454,1167,134.38333333333333
4500,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-08 07:51,2018-02-03 17:33:00,0,0,Работы по обращению выполнены,0,2018-02-07 15:48:00,2018-02-15 07:54:00,2,4,101,59,278.35,374,1167,110.3
4501,Заявка о прекращении лог.доступа  ,АРМ,3,1,367,2018-02-09 07:51,2018-02-03 17:34:00,0,0,Работы по обращению выполнены,0,2018-02-07 08:22:00,2018-02-14 09:40:00,4,4,0,130,256.1,454,1167,134.28333333333333
4502,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-15 08:21,2018-02-03 17:50:00,0,0,Работы по обращению выполнены,0,2018-02-14 13:51:00,2018-02-15 08:13:00,2,4,13,86,278.3833333333333,374,1167,278.51666666666665
4503,Система20,Сервис20,3,1,23,2018-02-11 15:36,2018-02-03 18:23:00,0,0,Перенесено в БЗ,0,2018-02-11 10:45:00,2018-02-18 12:04:00,2,3,20,80,353.68333333333334,1038,989,189.21666666666667
4504,<Бот-наблюдения> Система349. Ухудшение статуса сервиса.  ,Сервис390,3,1,81,2018-02-04 14:36,2018-02-03 19:18:00,1,1,Самовосстановление,0,2018-02-04 07:21:00,2018-02-11 08:36:00,3,3,57,5,181.3,243,1218,19.3
4505,<Бот-наблюдения> Система23 (агент Система57). Ухудшение статуса сервиса.  ,Сервис23,2,1,20,2018-02-07 02:51,2018-02-03 20:14:00,0,0,Выполнена проверка работы агента. Агент работает штатно. Событие закрыто автоматически,0,2018-02-03 22:36:00,2018-02-11 07:55:00,1,3,57,5,179.68333333333334,236,263,78.61666666666666
4506,Система62,Сервис62,3,1,27,2018-02-08 13:51,2018-02-03 21:02:00,1,0,"Можно закрыть, квитанции поступили.",2,2018-02-03 21:20:00,2018-02-11 07:55:00,4,3,62,25,178.88333333333333,1053,884,112.81666666666666
4507,<Бот-наблюдения> Система18. Ухудшение статуса сервиса.  ,Сервис18,3,1,20,2018-02-08 12:36,2018-02-03 21:15:00,1,0,"Причина: ошибка проверки сетевого доступа к контролеру домена
Метод устранения: самовосстановление
Проверена доступность контролера - нарушений нет. На данный момент ухудшений статуса сервиса Система18 не наблюдается.",2,2018-02-03 21:18:00,2018-02-11 07:55:00,3,3,18,24,178.66666666666666,231,1122,111.35
4508,<Бот-наблюдения> Система23. Ухудшение статуса сервиса.  ,Сервис23,2,1,23,2018-02-09 07:51,2018-02-03 21:44:00,0,0,Поток *************** работает штатно,0,2018-02-03 21:51:00,2018-02-11 07:55:00,1,3,23,5,178.18333333333334,237,1087,130.11666666666667
4509,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-09 07:51,2018-02-03 23:09:00,0,0,Разделитель загружен,0,2018-02-04 02:49:00,2018-02-04 06:04:00,2,4,22,100,6.916666666666667,374,1174,128.7
4510,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-09 07:51,2018-02-03 23:17:00,0,0,Права предоставлены.,0,2018-02-04 06:57:00,2018-02-11 08:25:00,2,4,22,1,177.13333333333333,510,1094,128.56666666666666
4511,Разблокировка компьютера,АРМ,3,1,13,2018-02-09 07:51,2018-02-03 23:44:00,0,0,Выполнена разблокировка и пересчёт эталонов контроля целостности,0,2018-02-04 02:36:00,2018-02-10 08:11:00,4,3,0,222,152.45,843,280,128.11666666666667
4512,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-09 07:51,2018-02-03 23:54:00,0,0,Права предоставлены.,0,2018-02-04 07:08:00,2018-02-11 08:25:00,2,4,22,51,176.51666666666668,510,1094,127.95
4513,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-09 03:51,2018-02-04 00:06:00,0,0,Работы по обращению выполнены,0,2018-02-04 14:11:00,2018-02-14 07:44:00,2,4,101,51,247.63333333333333,374,1167,123.75
4514,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-09 07:51,2018-02-04 00:12:00,0,0,Контрагент добавлен в Справочник поставщиков в Система18,0,2018-02-04 02:43:00,2018-02-11 07:55:00,3,4,18,261,175.71666666666667,514,875,127.65
4515,Создание новой учетной записи,АРМ,3,1,301,2018-02-09 07:51,2018-02-04 00:14:00,0,0,"Доступ тестовой версии ИМА ""*************************"" предоставлен. Роль: ********.
Доступ осуществляется по ссылке: *****************",0,2018-02-07 01:23:00,2018-02-14 07:52:00,4,3,0,1,247.63333333333333,1068,665,127.61666666666666
4516,Разблокировка учётной записи,Сервис7,2,1,0,2018-02-09 07:51,2018-02-04 00:15:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-04 00:32:00,2018-02-04 01:04:00,1,3,7,261,0.8166666666666667,858,282,127.6
4517,Выполнена разблокировка у/з REGION\*****,Сервис7,2,1,0,2018-02-09 07:51,2018-02-04 00:19:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-04 00:19:00,2018-02-11 07:55:00,1,3,7,6,175.6,299,282,127.53333333333333
4518,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-08 03:51,2018-02-04 00:34:00,0,0,Работы по обращению выполнены,0,2018-02-04 06:11:00,2018-02-11 07:55:00,1,4,13,51,175.35,374,1167,99.28333333333333
4519,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис13,2,1,8,2018-02-08 03:51,2018-02-04 00:34:00,0,0,Работы по обращению выполнены,0,2018-02-04 06:10:00,2018-02-11 07:55:00,1,4,13,12,175.35,374,1167,99.28333333333333
4520,Выполнена разблокировка у/з REGION\*****,Сервис7,2,1,0,2018-02-09 07:51,2018-02-04 00:36:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-04 00:36:00,2018-02-11 07:55:00,1,3,7,157,175.31666666666666,299,282,127.25
4521,Заблокировать учетную запись пользователя Система21,Сервис21,2,1,147,2018-02-09 07:51,2018-02-04 00:37:00,0,0,выполнено,0,2018-02-04 01:36:00,2018-02-08 00:08:00,1,4,21,161,95.51666666666668,323,1441,127.23333333333333
4522,Разблокировать учетную запись пользователя Система21,Сервис21,2,1,147,2018-02-09 07:51,2018-02-04 01:06:00,0,0,выполнено,0,2018-02-04 01:36:00,2018-02-08 00:07:00,1,4,21,161,95.01666666666668,827,1441,126.75
4523,Создание новой учетной записи,АРМ,3,1,301,2018-02-09 07:51,2018-02-04 01:06:00,0,0,"Доступ тестовой версии ИМА ""*************************"" предоставлен. Роль: ********.
Доступ осуществляется по ссылке: *****************",0,2018-02-07 01:29:00,2018-02-07 01:34:00,4,3,0,7,72.46666666666667,1068,665,126.75
4524,Настройка ЭП в Сервис22,Сервис22,3,1,24,2018-02-09 07:51,2018-02-04 01:08:00,0,0,Права предоставлены.,0,2018-02-04 07:13:00,2018-02-11 08:36:00,2,4,22,51,175.46666666666667,510,1094,126.71666666666667
4525,Создание новой учетной записи,АРМ,3,1,301,2018-02-09 07:51,2018-02-04 01:14:00,0,0,"Доступ тестовой версии ИМА ""*************************"" предоставлен. Роль: ********.
Доступ осуществляется по ссылке: *****************",0,2018-02-07 01:10:00,2018-02-08 06:03:00,4,3,0,1,100.81666666666666,1068,665,126.61666666666666
4526,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-09 07:51,2018-02-04 01:26:00,0,0,Создана версия договора для внесения исправлений.,0,2018-02-04 03:27:00,2018-02-04 03:51:00,3,4,18,10,2.4166666666666665,514,1245,126.41666666666667
4527,Сообщить об ошибке/неисправности Система18,Сервис18,3,1,15,2018-02-08 12:36,2018-02-04 01:29:00,1,0,Создана версия договора для внесения исправлений.,2,2018-02-04 02:53:00,2018-02-04 04:52:00,3,4,18,84,3.3833333333333333,1070,1245,107.11666666666666
4528,Ремонт замка,Сервис42,3,1,331,2018-02-09 07:51,2018-02-04 02:12:00,0,0,Решен,0,2018-02-08 03:01:00,2018-02-16 07:55:00,4,4,44,12,293.71666666666664,934,1190,125.65
4529,Создание новой учетной записи,АРМ,3,1,301,2018-02-09 07:51,2018-02-04 02:22:00,0,0,"Доступ тестовой версии ИМА ""*************************"" предоставлен. Роль: ********.
Доступ осуществляется по ссылке: *****************",0,2018-02-07 01:41:00,2018-02-14 07:52:00,4,3,0,160,245.5,1068,665,125.48333333333333
4530,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-09 07:51,2018-02-04 02:29:00,0,0,Контрагент добавлен в Справочник поставщиков в Система18,0,2018-02-04 03:25:00,2018-02-04 03:29:00,3,4,18,2,1.0,514,875,125.36666666666666
4531,Управление рабочими станциями/серверами/принтерами,Сервис7,2,1,7,2018-02-09 07:51,2018-02-04 02:32:00,0,0,Выполнено,0,2018-02-04 02:48:00,2018-02-07 03:37:00,1,4,7,7,73.08333333333333,1100,313,125.31666666666666
4532,Выполнена разблокировка у/з REGION\*****,Сервис7,2,1,0,2018-02-09 07:51,2018-02-04 02:33:00,0,0,"Выполнена разблокировка у/з Ne_bosS\*********
Идентификация пользователя осуществлена.
Объект доступа легален.
Причина нарушения: Несколько раз неправильный ввод пароля",0,2018-02-04 02:34:00,2018-02-04 03:18:00,1,3,7,14,0.75,299,282,125.3
